title,description,thumbnail
41,"Although it lasted only a single term, the presidency of George H. W. Bush was an unusually eventful one, encompassing the fall of the Berlin Wall and the reunification of Germany, the dissolution of the Soviet Union, the invasion of Panama, the Persian Gulf War, and contentious confirmation hearings over Clarence Thomas and John Tower. Bush has said that to understand the history of his presidency, while ""the documentary record is vital,"" interviews with members of his administration ""add the human side that those papers can never capture."" This book draws on interviews with senior White House and Cabinet officials conducted under the auspices of the Bush Oral History Project (a cooperative effort of the University of Virginia’s Miller Center and the George Bush Presidential Library Foundation) to provide a multidimensional portrait of the first President Bush and his administration. Typically, interviews explored officials’ memories of their service with President Bush and their careers prior to joining the administration. Interviewees also offered political and leadership lessons they had gleaned as eyewitnesses to and shapers of history. The contributors to 41—all seasoned observers of American politics, foreign policy, and government institutions—examine how George H. W. Bush organized and staffed his administration, operated on the international stage, followed his own brand of Republican conservatism, handled legislative affairs, and made judicial appointments. A scrupulously objective analysis of oral history, primary documents, and previous studies, 41 deepens the historical record of the forty-first president and offers fresh insights into the rise of the ""new world order"" and its challenges.",http://books.google.com/books/content?id=ogb1AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unbroken,"Relates the story of a U.S. airman who survived when his bomber crashed into the sea during World War II, spent forty-seven days adrift in the ocean before being rescued by the Japanese Navy, and was held as a prisoner until the end of the war.",http://books.google.com/books/content?id=1PeLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dead Wake,"#1 New York Times Bestseller From the bestselling author and master of narrative nonfiction comes the enthralling story of the sinking of the Lusitania On May 1, 1915, with WWI entering its tenth month, a luxury ocean liner as richly appointed as an English country house sailed out of New York, bound for Liverpool, carrying a record number of children and infants. The passengers were surprisingly at ease, even though Germany had declared the seas around Britain to be a war zone. For months, German U-boats had brought terror to the North Atlantic. But the Lusitania was one of the era’s great transatlantic “Greyhounds”—the fastest liner then in service—and her captain, William Thomas Turner, placed tremendous faith in the gentlemanly strictures of warfare that for a century had kept civilian ships safe from attack. Germany, however, was determined to change the rules of the game, and Walther Schwieger, the captain of Unterseeboot-20, was happy to oblige. Meanwhile, an ultra-secret British intelligence unit tracked Schwieger’s U-boat, but told no one. As U-20 and the Lusitania made their way toward Liverpool, an array of forces both grand and achingly small—hubris, a chance fog, a closely guarded secret, and more—all converged to produce one of the great disasters of history. It is a story that many of us think we know but don’t, and Erik Larson tells it thrillingly, switching between hunter and hunted while painting a larger portrait of America at the height of the Progressive Era. Full of glamour and suspense, Dead Wake brings to life a cast of evocative characters, from famed Boston bookseller Charles Lauriat to pioneering female architect Theodate Pope to President Woodrow Wilson, a man lost to grief, dreading the widening war but also captivated by the prospect of new love. Gripping and important, Dead Wake captures the sheer drama and emotional power of a disaster whose intimate details and true meaning have long been obscured by history.",http://books.google.com/books/content?id=8YZoBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Becoming Steve Jobs,"The #1 New York Times bestselling biography of how Steve Jobs became the most visionary CEO in history. Becoming Steve Jobs breaks down the conventional, one-dimensional view of Steve Jobs that he was half-genius, half-jerk from youth, an irascible and selfish leader who slighted friends and family alike. Becoming Steve Jobs answers the central question about the life and career of the Apple cofounder and CEO: How did a young man so reckless and arrogant that he was exiled from the company he founded become the most effective visionary business leader of our time, ultimately transforming the daily life of billions of people? Drawing on incredible and sometimes exclusive access, Schlender and Tetzeli tell a different story of a real human being who wrestled with his failings and learned to maximize his strengths over time. Their rich, compelling narrative is filled with stories never told before from the people who knew Jobs best, including his family, former inner circle executives, and top people at Apple, Pixar and Disney, most notably Tim Cook, Jony Ive, Eddy Cue, Ed Catmull, John Lasseter, Robert Iger and many others. In addition, Schlender knew Jobs personally for 25 years and draws upon his many interviews with him, on and off the record, in writing the book. He and Tetzeli humanize the man and explain, rather than simply describe, his behavior. Along the way, the book provides rich context about the technology revolution we've all lived through, and the ways in which Jobs changed our world. A rich and revealing account, Becoming Steve Jobs shows us how one of the most colorful and compelling figures of our times was able to combine his unchanging, relentless passion with an evolution in management style to create one of the most valuable and beloved companies on the planet.",http://books.google.com/books/content?id=9ntoBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Residence,"“Absolutely delicious.”—Washington Post From the mystique of the glamorous Kennedys to the tumult that surrounded Bill and Hillary Clinton during the president’s impeachment to the historic tenure of Barack and Michelle Obama, each new administration brings a unique set of personalities to the White House—and a new set of challenges to the fiercely loyal and hardworking people who serve them: the White House residence staff. In her runaway bestseller The Residence, former White House correspondent Kate Andersen Brower pulls back the curtain on the world’s most famous address. Drawing on hundreds of hours of interviews with butlers, maids, chefs, florists, doormen, and other staffers—as well as conversations with three former first ladies and the children of four presidents—Brower offers a group portrait of the dedicated professionals who orchestrate lavish state dinners; stand ready during meetings with foreign dignitaries; care for the president and first lady’s young children; and cater to every need the first couple may have, however sublime or, on occasion, ridiculous. “Superbly reported. . . . A fascinating backstage account of the world’s most famous residence.”—Judy Woodruff, anchor, PBS NewsHour and former White House Correspondent for NBC News",http://books.google.com/books/content?id=6yjjCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Road to Character,"Evaluates America's transition to a culture that values self-promotion over humility, explaining the importance of an engaged inner life in personal fulfillment.",http://books.google.com/books/content?id=RW6KDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
And the Good News Is...,"From her years as the presidential press secretary to her debates with colleagues on Fox News' The Five, Dana Perino reveals the lessons she's learned that have guided her through life, kept her level-headed, and led to her success, even in the face of adversity. Thoughtful, inspiring, and often surprising, And the Good News is . . . traces Dana Perino's unlikely journey through politics and television. It's a remarkable American story-made up of equal parts determination and clear-eyed optimism. From facing professional challenges and confronting personal fears to stepping up to a podium for a President, Dana has come to expect the unexpected and has an uncanny ability to find the good news in any tough situation. And the Good News is . . . takes us from her Western childhood in Wyoming and Colorado to a chance meeting on an airplane that changes her life entirely. Then, with refreshing honesty and humor, she recounts her frustration with a string of unsatisfying jobs and living circumstances until a key career tip leads her back to Washington, D.C. to work for the Bush Administration. Dana also shares here her best work and life lessons-tips that will help you to get your point across convincingly while allowing your own grace and personality to shine through. As someone who still believes in working together to solve the problems our nation faces, Dana offers clear, practical advice on how to restore civility to our personal and public conversations. The result is a fascinating read that can help anyone become more successful, productive, and joyously content.",http://books.google.com/books/content?id=mLGaAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hope,"The #1 New York Times Bestseller A bestselling book that is inspiring the nation: “We have written here about terrible things that we never wanted to think about again . . . Now we want the world to know: we survived, we are free, we love life.” Two women kidnapped by infamous Cleveland school-bus driver Ariel Castro share the stories of their abductions, captivity, and dramatic escape On May 6, 2013, Amanda Berry made headlines around the world when she fled a Cleveland home and called 911, saying: “Help me, I’m Amanda Berry. . . . I’ve been kidnapped, and I’ve been missing for ten years.” A horrifying story rapidly unfolded. Ariel Castro, a local school bus driver, had separately lured Berry, Gina DeJesus, and Michelle Knight to his home, where he kept them chained. In the decade that followed, the three were raped, psychologically abused, and threatened with death. Berry had a daughter—Jocelyn—by their captor. Drawing upon their recollections and the diary kept by Amanda Berry, Berry and Gina DeJesus describe a tale of unimaginable torment, and Pulitzer Prize–winning Washington Post reporters Mary Jordan and Kevin Sullivan interweave the events within Castro’s house with original reporting on efforts to find the missing girls. The full story behind the headlines—including details never previously released on Castro’s life and motivations—Hope is a harrowing yet inspiring chronicle of two women whose courage, ingenuity, and resourcefulness ultimately delivered them back to their lives and families. From the Hardcover edition.",http://books.google.com/books/content?id=8QUbBQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Wright Brothers,"Chronicles the dramatic story-behind-the-story about the Wright brothers, sharing insights into the disadvantages that challenged their lives and their mechanical ingenuity. By the Pulitzer Prize- and National Book Award-winning author of Truman.",http://books.google.com/books/content?id=drS2CAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Down the Rabbit Hole,"Tochtli, the son of a drug baron, lives in a lavish palace hideout along with hit men, prostitutes, dealers, servants and corrupt politicians, but still nurtures childhood obsessions with animals and samurai. Original. 15,000 first printing.",http://books.google.com/books/content?id=riufwSpnJ14C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Between the World and Me,"#1 NEW YORK TIMES BESTSELLER • NATIONAL BOOK AWARD WINNER • NAMED ONE OF TIME’S TEN BEST NONFICTION BOOKS OF THE DECADE • PULITZER PRIZE FINALIST • NATIONAL BOOK CRITICS CIRCLE AWARD FINALIST Hailed by Toni Morrison as “required reading,” a bold and personal literary exploration of America’s racial history by “the most important essayist in a generation and a writer who changed the national political conversation about race” (Rolling Stone) NAMED ONE OF THE MOST INFLUENTIAL BOOKS OF THE DECADE BY CNN • NAMED ONE OF PASTE’S BEST MEMOIRS OF THE DECADE • NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY The New York Times Book Review • O: The Oprah Magazine • The Washington Post • People • Entertainment Weekly • Vogue • Los Angeles Times • San Francisco Chronicle • Chicago Tribune • New York • Newsday • Library Journal • Publishers Weekly In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race,” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden? Between the World and Me is Ta-Nehisi Coates’s attempt to answer these questions in a letter to his adolescent son. Coates shares with his son—and readers—the story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose children’s lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.",http://books.google.com/books/content?id=TV05BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Plunder and Deceit,"#1 New York Times bestselling author and radio host Mark R. Levin delivers a ""bracing meditation” (National Review) on the ways our government has failed the next generation. In modern America, the civil society is being steadily devoured by a ubiquitous federal government. But as the government grows into an increasingly authoritarian and centralized federal Leviathan, many parents continue to tolerate, if not enthusiastically champion, grievous public policies that threaten their children and successive generations with a grim future at the hands of a brazenly expanding and imploding entitlement state poised to burden them with massive debt, mediocre education, waves of immigration, and a deteriorating national defense. Yet tyranny is not inevitable. In Federalist 51, James Madison explained with cautionary insight the essential balance between the civil society and governmental restraint: “In framing a government which is to be administered by men over men, the great difficulty lies in this: you must first enable the government to control the governed; and in the next place oblige it to control itself.” This essential new book is, against all odds, a likeminded appeal to reason and audacity—one intended for all Americans but particularly the rising generation. Younger people must find the personal strength and will to break through the cycle of statist manipulation, unrelenting emotional overtures, and the pressure of groupthink, which are humbling, dispiriting, and absorbing them; to stand up against the heavy hand of centralized government, which if left unabated will assuredly condemn them to economic and societal calamity. Levin calls for a new civil rights movement, one that will foster liberty and prosperity and cease the exploitation of young people by statist masterminds. He challenges the rising generation of younger Americans to awaken to the cause of their own salvation, asking: will you acquiesce to a government that overwhelmingly acts without constitutional foundation—or will you stand in your own defense so that yours and future generations can live in freedom?",http://books.google.com/books/content?id=emcMCAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
It IS About Islam,"#1 bestselling author and radio host Glenn Beck exposes the real truth behind the roots of Islamic extremism in Muslim teachings in this sharply insightful handbook that debunks commonly held assumptions about Islam and the dream of a renewed caliphate. From the barbarians of ISIS to the terror tactics of Al-Qaeda and its offshoots, to the impending threat of a nuclear Iran, those motivated by extreme fundamentalist Islamic faith have the power to endanger and kill millions. The conflict with them will not end until we face the truth about those who find their inspiration and justification in the religion itself. Drawing on quotes from the Koran and the hadith, as well as from leaders of ISIS, Al Qaeda, and the Muslim Brotherhood, Glenn Beck seeks to expose the true origins of Islamic extremism as well as the deadly theological motivations behind these agencies of destruction. Using the same unique no-holds-barred style from his bestselling books Control and Conform, Glenn Beck offers straight facts and history about the fundamental beliefs that inspire so many to kill.",http://books.google.com/books/content?id=LRNZCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
A Walk in the Woods,"God only knows what possessed Bill Bryson, a reluctant adventurer if ever there was one, to undertake a gruelling hike along the world's longest continuous footpath—The Appalachian Trail. The 2,000-plus-mile trail winds through 14 states, stretching along the east coast of the United States, from Georgia to Maine. It snakes through some of the wildest and most spectacular landscapes in North America, as well as through some of its most poverty-stricken and primitive backwoods areas. With his offbeat sensibility, his eye for the absurd, and his laugh-out-loud sense of humour, Bryson recounts his confrontations with nature at its most uncompromising over his five-month journey. An instant classic, riotously funny, A Walk in the Woods will add a whole new audience to the legions of Bill Bryson fans.",http://books.google.com/books/content?id=WnyDgV_vNhsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Why Not Me?,"Hollywood starlet Mindy Kaling Kaling shares her ongoing, laugh-out-loud journey to find contentment and excitement in her adult life.",http://books.google.com/books/content?id=w7nZCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Killing Reagan,"From the bestselling team of Bill O'Reilly and Martin Dugard comes Killing Reagan, a page-turning epic account of the career of President Ronald Reagan that tells the vivid story of his rise to power -- and the forces of evil that conspired to bring him down. Just two months into his presidency, Ronald Reagan lay near death after a gunman's bullet came within inches of his heart. His recovery was nothing short of remarkable -- or so it seemed. But Reagan was grievously injured, forcing him to encounter a challenge that few men ever face. Could he silently overcome his traumatic experience while at the same time carrying out the duties of the most powerful man in the world? Told in the same riveting fashion as Killing Lincoln, Killing Kennedy, Killing Jesus, and Killing Patton, Killing Reagan reaches back to the golden days of Hollywood, where Reagan found both fame and heartbreak, up through the years in the California governor's mansion, and finally to the White House, where he presided over boom years and the fall of the Iron Curtain. But it was John Hinckley Jr.'s attack on him that precipitated President Reagan's most heroic actions. In Killing Reagan, O'Reilly and Dugard take readers behind the scenes, creating an unforgettable portrait of a great man operating in violent times.",http://books.google.com/books/content?id=LGADBwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Humans of New York: Stories,"Now a #1 New York Times Bestseller! In the summer of 2010, photographer Brandon Stanton began an ambitious project -to single-handedly create a photographic census of New York City. The photos he took and the accompanying interviews became the blog Humans of New York. His audience steadily grew from a few hundred followers to, at present count, over eighteen million. In 2013, his book Humans of New York, based on that blog, was published and immediately catapulted to the top of the NY Times Bestseller List where it has appeared for over forty-five weeks. Now, Brandon is back with the Humans of New York book that his loyal followers have been waiting for: Humans of New York: Stories. Ever since Brandon began interviewing people on the streets of New York, the dialogue he's had with them has increasingly become as in-depth, intriguing and moving as the photos themselves. Humans of New York: Stories presents a whole new group of people in stunning photographs, with a rich design and, most importantly, longer stories that delve deeper and surprise with greater candor. Let Brandon Stanton and the Humans of New York he's photographed astonish you all over again.",http://books.google.com/books/content?id=eCT_DwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Troublemaker,"The author discusses his life as a risk-taking social advocate who dodged FBI gunfire to airlift food to Sioux Indians, registered black voters, marched with Martin Luther King Jr. and worked to end the Vietnam War, in a book where he also documents his interactions with such historic figures as Abbie Hoffman, César Chávez, Jane Fonda and more.",http://books.google.com/books/content?id=oHqlMX-oJwMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Not My Father's Son,"“Equal parts memoir, whodunit, and manual for living . . . a beautifully written, honest look at the forces of blood and bone that make us who we are, and how we make ourselves.” --Neil Gaiman In his unique and engaging voice, the acclaimed actor of stage and screen shares the emotional story of his complicated relationship with his father and the deeply buried family secrets that shaped his life and career. A beloved star of stage, television, and film—“one of the most fun people in show business” (Time magazine)—Alan Cumming is a successful artist whose diversity and fearlessness is unparalleled. His success masks a painful childhood growing up under the heavy rule of an emotionally and physically abusive father—a relationship that tormented him long into adulthood. When television producers in the UK approached him to appear on a popular celebrity genealogy show in 2010, Alan enthusiastically agreed. He hoped the show would solve a family mystery involving his maternal grandfather, a celebrated WWII hero who disappeared in the Far East. But as the truth of his family ancestors revealed itself, Alan learned far more than he bargained for about himself, his past, and his own father. With ribald humor, wit, and incredible insight, Alan seamlessly moves back and forth in time, integrating stories from his childhood in Scotland and his experiences today as a film, television, and theater star. At times suspenseful, deeply moving, and wickedly funny, Not My Father’s Son will make readers laugh even as it breaks their hearts.",http://books.google.com/books/content?id=luhzAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Between the World and Me,"#1 NEW YORK TIMES BESTSELLER • NATIONAL BOOK AWARD WINNER • NAMED ONE OF TIME’S TEN BEST NONFICTION BOOKS OF THE DECADE • PULITZER PRIZE FINALIST • NATIONAL BOOK CRITICS CIRCLE AWARD FINALIST Hailed by Toni Morrison as “required reading,” a bold and personal literary exploration of America’s racial history by “the most important essayist in a generation and a writer who changed the national political conversation about race” (Rolling Stone) NAMED ONE OF THE MOST INFLUENTIAL BOOKS OF THE DECADE BY CNN • NAMED ONE OF PASTE’S BEST MEMOIRS OF THE DECADE • NAMED ONE OF THE TEN BEST BOOKS OF THE YEAR BY The New York Times Book Review • O: The Oprah Magazine • The Washington Post • People • Entertainment Weekly • Vogue • Los Angeles Times • San Francisco Chronicle • Chicago Tribune • New York • Newsday • Library Journal • Publishers Weekly In a profound work that pivots from the biggest questions about American history and ideals to the most intimate concerns of a father for his son, Ta-Nehisi Coates offers a powerful new framework for understanding our nation’s history and current crisis. Americans have built an empire on the idea of “race,” a falsehood that damages us all but falls most heavily on the bodies of black women and men—bodies exploited through slavery and segregation, and, today, threatened, locked up, and murdered out of all proportion. What is it like to inhabit a black body and find a way to live within it? And how can we all honestly reckon with this fraught history and free ourselves from its burden? Between the World and Me is Ta-Nehisi Coates’s attempt to answer these questions in a letter to his adolescent son. Coates shares with his son—and readers—the story of his awakening to the truth about his place in the world through a series of revelatory experiences, from Howard University to Civil War battlefields, from the South Side of Chicago to Paris, from his childhood home to the living rooms of mothers whose children’s lives were taken as American plunder. Beautifully woven from personal narrative, reimagined history, and fresh, emotionally charged reportage, Between the World and Me clearly illuminates the past, bracingly confronts our present, and offers a transcendent vision for a way forward.",http://books.google.com/books/content?id=TV05BgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
When Breath Becomes Air,A cloth bag containing eight copies of the title.,http://books.google.com/books/content?id=93faCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Rainbow Comes and Goes,"Though Anderson Cooper has always considered himself close to his mother, his intensely busy career as a journalist for CNN and CBS affords him little time to spend with her. After she suffers a brief but serious illness at the age of ninety-one, they resolve to change their relationship by beginning a year-long conversation unlike any they had ever had before. The result is a correspondence of surprising honesty and depth in which they discuss their lives, the things that matter to them, and what they still want to learn about each other. Both a son’s love letter to his mother and an unconventional mom’s life lessons for her grown son, The Rainbow Comes and Goes offers a rare window into their close relationship and fascinating life stories, including their tragedies and triumphs. In these often humorous and moving exchanges, they share their most private thoughts and the hard-earned truths they’ve learned along the way. In their words their distinctive personalities shine through—Anderson’s journalistic outlook on the world is a sharp contrast to his mother’s idealism and unwavering optimism. An appealing memoir with inspirational advice, The Rainbow Comes and Goes is a beautiful and affectionate celebration of the universal bond between a parent and a child, and a thoughtful reflection on life, reminding us of the precious insight that remains to be shared, no matter our age.",http://books.google.com/books/content?id=S9IjDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hamilton,"A backstage pass to the groundbreaking, hit musical Hamilton, winner of the 2016 Pulitzer Prize for Drama and Eleven Tony Awards, including Best Musical, including the award-winning libretto, behind-the-scenes photos and interviews, and exclusive footnotes from composer-lyricist-star Lin-Manuel Miranda, now streaming on Disney+ with the original cast. Lin-Manuel Miranda's groundbreaking musical Hamilton is as revolutionary as its subject, the poor kid from the Caribbean who fought the British, defended the Constitution, and helped to found the United States. Fusing hip-hop, pop, R&B, and the best traditions of theater, this once-in-a-generation show broadens the sound of Broadway, reveals the storytelling power of rap, and claims our country's origins for a diverse new generation. Hamilton: The Revolution gives readers an unprecedented view of both revolutions, from the only two writers able to provide it. Miranda, along with Jeremy McCarter, a cultural critic and theater artist who was involved in the project from its earliest stages -- ""since before this was even a show,"" according to Miranda -- traces its development from an improbable performance at the White House to its landmark opening night on Broadway six years later. In addition, Miranda has written more than 200 funny, revealing footnotes for his award-winning libretto, the full text of which is published here. Their account features photos by the renowned Frank Ockenfels and veteran Broadway photographer, Joan Marcus; exclusive looks at notebooks and emails; interviews with Questlove, Stephen Sondheim, leading political commentators, and more than 50 people involved with the production; and multiple appearances by President Obama himself. The book does more than tell the surprising story of how a Broadway musical became a national phenomenon: It demonstrates that America has always been renewed by the brash upstarts and brilliant outsiders, the men and women who don't throw away their shot.",http://books.google.com/books/content?id=f4WfCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The Gene,"The #1 NEW YORK TIMES Bestseller The basis for the PBS Ken Burns Documentary The Gene: An Intimate History From the Pulitzer Prize–winning author of The Emperor of All Maladies—a fascinating history of the gene and “a magisterial account of how human minds have laboriously, ingeniously picked apart what makes us tick” (Elle). ""Sid Mukherjee has the uncanny ability to bring together science, history, and the future in a way that is understandable and riveting, guiding us through both time and the mystery of life itself."" –Ken Burns “Dr. Siddhartha Mukherjee dazzled readers with his Pulitzer Prize-winning The Emperor of All Maladies in 2010. That achievement was evidently just a warm-up for his virtuoso performance in The Gene: An Intimate History, in which he braids science, history, and memoir into an epic with all the range and biblical thunder of Paradise Lost” (The New York Times). In this biography Mukherjee brings to life the quest to understand human heredity and its surprising influence on our lives, personalities, identities, fates, and choices. “Mukherjee expresses abstract intellectual ideas through emotional stories…[and] swaddles his medical rigor with rhapsodic tenderness, surprising vulnerability, and occasional flashes of pure poetry” (The Washington Post). Throughout, the story of Mukherjee’s own family—with its tragic and bewildering history of mental illness—reminds us of the questions that hang over our ability to translate the science of genetics from the laboratory to the real world. In riveting and dramatic prose, he describes the centuries of research and experimentation—from Aristotle and Pythagoras to Mendel and Darwin, from Boveri and Morgan to Crick, Watson and Franklin, all the way through the revolutionary twenty-first century innovators who mapped the human genome. “A fascinating and often sobering history of how humans came to understand the roles of genes in making us who we are—and what our manipulation of those genes might mean for our future” (Milwaukee Journal-Sentinel), The Gene is the revelatory and magisterial history of a scientific idea coming to life, the most crucial science of our time, intimately explained by a master. “The Gene is a book we all should read” (USA TODAY).",http://books.google.com/books/content?id=fOvaCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Bill O'Reilly's Legends and Lies: The Patriots,"""The companion volume to the Fox news series""--Jacket.",http://books.google.com/books/content?id=8jk5DAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Alexander Hamilton,"The #1 New York Times bestseller, and the inspiration for the hit Broadway musical Hamilton! Pulitzer Prize-winning author Ron Chernow presents a landmark biography of Alexander Hamilton, the Founding Father who galvanized, inspired, scandalized, and shaped the newborn nation. ""Grand-scale biography at its best—thorough, insightful, consistently fair, and superbly written...A genuinely great book."" —David McCullough “A robust full-length portrait, in my view the best ever written, of the most brilliant, charismatic and dangerous founder of them all."" - Joseph Ellis Few figures in American history have been more hotly debated or more grossly misunderstood than Alexander Hamilton. Chernow’s biography gives Hamilton his due and sets the record straight, deftly illustrating that the political and economic greatness of today’s America is the result of Hamilton’s countless sacrifices to champion ideas that were often wildly disputed during his time. “To repudiate his legacy,” Chernow writes, “is, in many ways, to repudiate the modern world.” Chernow here recounts Hamilton’s turbulent life: an illegitimate, largely self-taught orphan from the Caribbean, he came out of nowhere to take America by storm, rising to become George Washington’s aide-de-camp in the Continental Army, coauthoring The Federalist Papers, founding the Bank of New York, leading the Federalist Party, and becoming the first Treasury Secretary of the United States.Historians have long told the story of America’s birth as the triumph of Jefferson’s democratic ideals over the aristocratic intentions of Hamilton. Chernow presents an entirely different man, whose legendary ambitions were motivated not merely by self-interest but by passionate patriotism and a stubborn will to build the foundations of American prosperity and power. His is a Hamilton far more human than we’ve encountered before—from his shame about his birth to his fiery aspirations, from his intimate relationships with childhood friends to his titanic feuds with Jefferson, Madison, Adams, Monroe, and Burr, and from his highly public affair with Maria Reynolds to his loving marriage to his loyal wife Eliza. And never before has there been a more vivid account of Hamilton’s famous and mysterious death in a duel with Aaron Burr in July of 1804. Chernow’s biography is not just a portrait of Hamilton, but the story of America’s birth seen through its most central figure. At a critical time to look back to our roots, Alexander Hamilton will remind readers of the purpose of our institutions and our heritage as Americans.",http://books.google.com/books/content?id=4z5eL5SGjEoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Crisis of Character,"In this runaway #1 New York Times bestseller, former secret service officer Gary Byrne, who was posted directly outside President Clinton's oval office, reveals what he observed of Hillary Clinton's character and the culture inside the White House while protecting the First Family in CRISIS OF CHARACTER, the most anticipated book of the 2016 election.",http://books.google.com/books/content?id=WCWfCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
It Gets Worse,"THE INSTANT #1 NEW YORK TIMES BESTSELLER New York Times bestselling author Shane Dawson returns with another highly entertaining and uproariously funny essay collection, chronicling a mix of real life moments both extraordinary and mortifying, yet always full of heart. Shane Dawson shared some of his best and worst experiences in I Hate Myselfie, the critically acclaimed book that secured his place as a gifted humorist and keen observer of millennial culture. Fans felt as though they knew him after devouring the New York Times, Publishers Weekly, Los Angeles Times, and Wall Street Journal bestseller. They were right… almost. In this new collection of original personal essays, Shane goes even deeper, sharing never-before-revealed stories from his life, giving readers a no-holds-barred look at moments both bizarre and relatable, from cult-like Christian after-school activities, dressing in drag, and losing his virginity, to hiring a psychic, clashes with celebrities, and coming to terms with his bisexuality. Every step of the way, Shane maintains his signature brand of humor, proving that even the toughest breaks can be funny when you learn to laugh at yourself. This is Let's Pretend This Never Happened and Running With Scissors for the millennial generation: an inspiring, intelligent, and brutally honest collection of true stories by a YouTube sensation-turned one of the freshest new voices out there.",http://books.google.com/books/content?id=De_PCgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hillary's America,"A book to challenge the status quo, spark a debate, and get people talking about the issues and questions we face as a country!",http://books.google.com/books/content?id=gIq0CwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
