author,year,genre,title,description,thumbnail
,2013,fiction,The Second Honeymoon,"""The Second Honeymoon"" by Ruby M. Ayres. Published by Good Press. Good Press publishes a wide range of titles that encompasses every genre. From well-known classics & literary fiction and non-fiction to forgotten−or yet undiscovered gems−of world literature, we issue the books that need to be read. Each Good Press edition has been meticulously edited and formatted to boost readability for all e-readers and devices. Our goal is to produce eBooks that are user-friendly and accessible to everyone in a high-quality digital format.",http://books.google.com/books/content?id=Hg7DDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Hidden Order,"#1 New York Times bestselling author Brad Thor returns with his hottest and most action-packed thriller yet! And don’t miss FREE FALL: A Prelude to Hidden Order, available for free download now! The most secretive organization in America operates without any accountability to the American people. Hiding in the shadows, pretending to be part of the United States government, its power is beyond measure. Control of this organization has just been lost and the future of the nation thrust into peril. When the five candidates being considered to head this mysterious agency suddenly go missing, covert counterterrorism operative Scot Harvath is summoned to Washington and set loose on the most dangerous chase ever to playout on American soil. But as the candidates begin turning up murdered, the chase becomes an all-too-public spectacle, with every indicator suggesting that the plot has its roots in a shadowy American cabal founded in the 1700s. With the United States on the verge of collapse, Harvath must untangle a web of conspiracy centuries in the making and head off the greatest threat America has ever seen. This is thriller writing at its absolute best, where the stakes have never been higher, nor the line between good and evil so hard to discern.",http://books.google.com/books/content?id=B-xTpfPiAyQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,The Cuckoo's Calling,"A brilliant debut mystery in a classic vein: Detective Cormoran Strike investigates a supermodel's suicide. After losing his leg to a land mine in Afghanistan, Cormoran Strike is barely scraping by as a private investigator. Strike is down to one client, and creditors are calling. He has also just broken up with his longtime girlfriend and is living in his office. Then John Bristow walks through his door with an amazing story: His sister, thelegendary supermodel Lula Landry, known to her friends as the Cuckoo, famously fell to her death a few months earlier. The police ruled it a suicide, but John refuses to believe that. The case plunges Strike into the world of multimillionaire beauties, rock-star boyfriends, and desperate designers, and it introduces him to every variety of pleasure, enticement, seduction, and delusion known to man. You may think you know detectives, but you've never met one quite like Strike. You may think you know about the wealthy and famous, but you've never seen them under an investigation like this. Introducing Cormoran Strike, this is the acclaimed first crime novel by J.K. Rowling, writing under the pseudonym Robert Galbraith.",http://books.google.com/books/content?id=evuwdDLfAyYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Burn this,"THE STORY: The place is a Manhattan loft shared by Anna, a lithe young dancer-choreographer, and her two gay roommates--her collaborator, Robby, who has just been killed in a freak boating accident, and Larry, a world-weary, caustically funny young",http://books.google.com/books/content?id=fiQTMJ_gJhwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,How the Light Gets In,"The #1 New York Times Bestseller ""There is a crack in everything. That's how the light gets in."" —Leonard Cohen Christmas is approaching, and in Québec it's a time of dazzling snowfalls, bright lights, and gatherings with friends in front of blazing hearths. But shadows are falling on the usually festive season for Chief Inspector Armand Gamache. Most of his best agents have left the Homicide Department, his old friend and lieutenant Jean-Guy Beauvoir hasn't spoken to him in months, and hostile forces are lining up against him. When Gamache receives a message from Myrna Landers that a longtime friend has failed to arrive for Christmas in the village of Three Pines, he welcomes the chance to get away from the city. Mystified by Myrna's reluctance to reveal her friend's name, Gamache soon discovers the missing woman was once one of the most famous people not just in North America, but in the world, and now goes unrecognized by virtually everyone except the mad, brilliant poet Ruth Zardo. As events come to a head, Gamache is drawn ever deeper into the world of Three Pines. Increasingly, he is not only investigating the disappearance of Myrna's friend but also seeking a safe place for himself and his still-loyal colleagues. Is there peace to be found even in Three Pines, and at what cost to Gamache and the people he holds dear? How the Light Gets In is the ninth Chief Inspector Gamache Novel from Louise Penny. One of Publishers Weekly's Best Mystery/Thriller Books of 2013 One of The Washington Post's Top 10 Books of the Year An NPR Best Book of 2013",http://books.google.com/books/content?id=JIazgpqHYs0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Never Go Back,,http://books.google.com/books/content?id=SfaiTgL2Z3MC&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2013,fiction,W Is for Wasted,"Of the #1 New York Times–bestselling Kinsey Millhone series, NPR said, “Makes me wish there were more than 26 letters.” Two dead men changed the course of my life that fall. One of them I knew and the other I’d never laid eyes on until I saw him in the morgue. The first was a local PI of suspect reputation. He’d been gunned down near the beach at Santa Teresa. It looked like a robbery gone bad. The other was on the beach six weeks later. He’d been sleeping rough. Probably homeless. No identification. A slip of paper with Millhone’s name and number was in his pants pocket. The coroner asked her to come to the morgue to see if she could ID him. Two seemingly unrelated deaths, one a murder, the other apparently of natural causes. But as Kinsey digs deeper into the mystery of the John Doe, some very strange linkages begin to emerge. And before long at least one aspect is solved as Kinsey literally finds the key to his identity. “And just like that,” she says, “the lid to Pandora’s box flew open. It would take me another day before I understood how many imps had been freed, but for the moment, I was inordinately pleased with myself.” In this multilayered tale, the surfaces seem clear, but the underpinnings are full of betrayals, misunderstandings, and outright murderous fraud. And Kinsey, through no fault of her own, is thoroughly compromised. W is for . . . wanderer . . . worthless . . . wronged . . . W is for wasted.",http://books.google.com/books/content?id=OszaCwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Safe Haven,"In a small North Carolina town, a mysterious and beautiful woman running from her past slowly falls for a kind-hearted store owner . . . until dark secrets begin to threaten her new life. When a mysterious young woman named Katie appears in the small North Carolina town of Southport, her sudden arrival raises questions about her past. Beautiful yet self-effacing, Katie seems determined to avoid forming personal ties until a series of events draws her into two reluctant relationships: one with Alex, a widowed store owner with a kind heart and two young children; and another with her plainspoken single neighbor, Jo. Despite her reservations, Katie slowly begins to let down her guard, putting down roots in the close-knit community and becoming increasingly attached to Alex and his family. But even as Katie begins to fall in love, she struggles with the dark secret that still haunts and terrifies her . . . a past that set her on a fearful, shattering journey across the country, to the sheltered oasis of Southport. With Jo's empathetic and stubborn support, Katie eventually realizes that she must choose between a life of transient safety and one of riskier rewards . . . and that in the darkest hour, love is the only true safe haven.",http://books.google.com/books/content?id=75wK9z3wQfIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Doctor Sleep,"After decades as an itinerant alcoholic, middle-aged Dan Torrance uses his remnant powers to assist the dying before coming to the aid of a twelve-year-old girl being tortured by a tribe of murderous paranormals.",http://books.google.com/books/content?id=DQTgAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Gone,"Investigating a serial carjacker whose actual targets are young children in back seats, Jack Caffery teams up once again with police diver Sergeant Flea Marley, whose life is endangered by a discovery in an abandoned, half-submerged tunnel. By the author of The Devil of Nanking.",http://books.google.com/books/content?id=DjbBdKQIRDIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
,2013,fiction,Storm Front,"Approached by an Israeli police officer who is tailing a man in possession of a stolen religious relic, Virgil Flowers learns that the artifact reveals startling details about the biblical King Solomon and that dangerous rivals are killing everyone who would protect it. Includes teaser. Reprint. 1 million first printing.",http://books.google.com/books/content?id=gdEBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Just One Evil Act,"Supporting a friend who has lost custody of his young daughter, Barbara and her partner, Inspector Thomas Lynley, are further shocked when the girl's mother reports that the child has been kidnapped as part of a plot that risks Barbara's career.",http://books.google.com/books/content?id=3bYbDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Sycamore Row,"When a wealthy man hangs himself and leaves his fortune to his black maid, Jake Brigance finds himself embroiled in a controversial trial that will expose old racial tensions and force Ford County to confront its tortured history.",http://books.google.com/books/content?id=TjOODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Dark Witch,"From #1 New York Times bestselling author Nora Roberts comes a trilogy about the land we’re drawn to, the family we learn to cherish, and the people we long to love… Book One of The Cousins O’Dwyer Trilogy Dark Witch With indifferent parents, Iona Sheehan grew up craving devotion and acceptance. From her maternal grandmother, she learned where to find both: a land of lush forests, dazzling lakes, and centuries-old legends. Ireland. County Mayo, to be exact. Where her ancestors’ blood and magic have flowed through generations—and where her destiny awaits. Iona arrives in Ireland with nothing but her Nan’s directions, an unfailingly optimistic attitude, and an innate talent with horses. Not far from the luxurious castle where she is spending a week, she finds her cousins, Branna and Connor O’Dwyer. And since family is family, they invite her into their home and their lives. When Iona lands a job at the local stables, she meets the owner, Boyle McGrath. Cowboy, pirate, wild tribal horsemen, he’s three of her biggest fantasy weaknesses all in one big, bold package. Iona realizes that here she can make a home for herself—and live her life as she wants, even if that means falling head over heels for Boyle. But nothing is as it seems. An ancient evil has wound its way around Iona’s family tree and must be defeated. Family and friends will fight with each other and for each other to keep the promise of hope—and love—alive… Don’t miss the other books in the Cousins O’Dwyer Trilogy Shadow Spell Blood Magick",http://books.google.com/books/content?id=02wDr9apmhMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,Takedown Twenty,"Stephanie chases after powerful mobster Salvatore ""Uncle Sunny"" Sunucchi, who is on the lam, and helps security specialist Ranger catch the killer of his top client's mother as a giraffe named Kevin runs wild in Trenton.",http://books.google.com/books/content?id=HgGPDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,"River, Cross My Heart","The acclaimed bestseller--a selection of Oprah's Book Club--that brings vividly to life the Georgetown neighborhood of Washington, DC, circa 1925, a community reeling from a young girl's tragic death. Five-year-old Clara Bynum is dead, drowned in the Potomac River in the shadow of a seemingly haunted rock outcropping known locally as the Three Sisters. River, Cross My Heart, which marks the debut of a wonderfully gifted new storyteller, weighs the effect of Clara's absence on the people she has left behind: her parents, Alice and Willie Bynum, torn between the old world of their rural North Carolina home and the new world of the city, to which they have moved in search of a better life for themselves and their children; the friends and relatives of the Bynum family in the Georgetown neighborhood they now call home; and, most especially, Clara's sister, ten-year-old Johnnie Mae, who must come to terms with the powerful and confused emotions stirred by her sister's death as she struggles to decide what kind of woman she will become. This highly accomplished first novel resonates with ideas, impassioned lyricism, and poignant historical detail as it captures an essential part of the African-American experience in our century.",http://books.google.com/books/content?id=zQMvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2013,fiction,The Gods of Guilt,"Defense attorney Mickey Haller returns with a haunting case in the gripping new thriller from #1 New York Times bestselling author Michael Connelly. Mickey Haller gets the text, ""Call me ASAP - 187,"" and the California penal code for murder immediately gets his attention. Murder cases have the highest stakes and the biggest paydays, and they always mean Haller has to be at the top of his game. When Mickey learns that the victim was his own former client, a prostitute he thought he had rescued and put on the straight and narrow path, he knows he is on the hook for this one. He soon finds out that she was back in LA and back in the life. Far from saving her, Mickey may have been the one who put her in danger. Haunted by the ghosts of his past, Mickey must work tirelessly and bring all his skill to bear on a case that could mean his ultimate redemption or proof of his ultimate guilt. The Gods of Guilt shows once again why ""Michael Connelly excels, easily surpassing John Grisham in the building of courtroom suspense"" (Los Angeles Times).",http://books.google.com/books/content?id=1lKFL-T_oSYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Robert M Gates,2014,nonfiction,Duty,"From the former secretary of defense, a strikingly candid, vivid account of serving Presidents George W. Bush and Barack Obama during the wars in Iraq and Afghanistan. When Robert M. Gates received a call from the White House, he thought he’d long left Washington politics behind: After working for six presidents in both the CIA and the National Security Council, he was happily serving as president of Texas A&M University. But when he was asked to help a nation mired in two wars and to aid the troops doing the fighting, he answered what he felt was the call of duty.",http://books.google.com/books/content?id=lYzZAAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Malcolm Gladwell,2014,nonfiction,David and Goliath,"Malcolm Gladwell's provocative new #1 bestseller -- now in paperback. Three thousand years ago on a battlefield in ancient Palestine, a shepherd boy felled a mighty warrior with nothing more than a pebble and a sling-and ever since, the names of David and Goliath have stood for battles between underdogs and giants. David's victory was improbable and miraculous. He shouldn't have won. Or should he? In DAVID AND GOLIATH, Malcolm Gladwell challenges how we think about obstacles and disadvantages, offering a new interpretation of what it means to be discriminated against, suffer from a disability, lose a parent, attend a mediocre school, or endure any number of other apparent setbacks. In the tradition of Gladwell's previous bestsellers-The Tipping Point, Blink, Outliers and What the Dog Saw-DAVID AND GOLIATH draws upon history, psychology and powerful story-telling to reshape the way we think of the world around us.",http://books.google.com/books/content?id=dhbsoQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
Michio Kaku,2014,nonfiction,The Future of the Mind,An authoritative survey of current groundbreaking research into the human mind reveals how top international laboratories have innovated unique technologies for recording profound mental capabilities and enabling controversial opportunities in the field of cognition enhancement.,http://books.google.com/books/content?id=iNqODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Chelsea Handler,2014,nonfiction,Uganda Be Kidding Me,"Wherever Chelsea Handler travels, one thing is certain: she always ends up in the land of the ridiculous. Now, in this uproarious collection, she sneaks her sharp wit through airport security and delivers her most absurd and hilarious stories ever. On safari in Africa, it's anyone's guess as to what's more dangerous: the wildlife or Chelsea. But whether she's fumbling the seduction of a guide by not knowing where tigers live (Asia, duh) or wearing a bathrobe into the bush because her clothes stopped fitting seven margaritas ago, she's always game for the next misadventure. The situation gets down and dirty as she defiles a kayak in the Bahamas, and outright sweaty as she escapes from a German hospital on crutches. When things get truly scary, like finding herself stuck next to a passenger with bad breath, she knows she can rely on her family to make matters even worse. Thank goodness she has the devoted Chunk by her side-except for the time she loses him in Telluride. Complete with answers to the most frequently asked traveler's questions, hot travel trips, and travel etiquette, none of which should be believed, UGANDA BE KIDDING ME has Chelsea taking on the world, one laugh-out-loud incident at a time.",http://books.google.com/books/content?id=QUklAQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Dan Harris,2014,nonfiction,10% Happier,"#1 New York Times Bestseller Winner of the 2014 Living Now Book Award for Inspirational Memoir ""An enormously smart, clear-eyed, brave-hearted, and quite personal look at the benefits of meditation."" —Elizabeth Gilbert Nightline anchor Dan Harrisembarks on an unexpected, hilarious, and deeply skeptical odyssey through the strange worlds of spirituality and self-help, and discovers a way to get happier that is truly achievable. After having a nationally televised panic attack, Dan Harris knew he had to make some changes. A lifelong nonbeliever, he found himself on a bizarre adventure involving a disgraced pastor, a mysterious self-help guru, and a gaggle of brain scientists. Eventually, Harris realized that the source of his problems was the very thing he always thought was his greatest asset: the incessant, insatiable voice in his head, which had propelled him through the ranks of a hypercompetitive business, but had also led him to make the profoundly stupid decisions that provoked his on-air freak-out. Finally, Harris stumbled upon an effective way to rein in that voice, something he always assumed to be either impossible or useless: meditation, a tool that research suggests can do everything from lower your blood pressure to essentially rewire your brain. 10% Happier takes readers on a ride from the outer reaches of neuroscience to the inner sanctum of network news to the bizarre fringes of America’s spiritual scene, and leaves them with a takeaway that could actually change their lives.",http://books.google.com/books/content?id=ycEKAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Arianna Huffington,2014,nonfiction,Thrive,"In Thrive, Arianna Huffington makes an impassioned and compelling case for the need to redefine what it means to be successful in today's world. Arianna Huffington's personal wake-up call came in the form of a broken cheekbone and a nasty gash over her eye--the result of a fall brought on by exhaustion and lack of sleep. As the cofounder and editor-in-chief of the Huffington Post Media Group--one of the fastest growing media companies in the world--celebrated as one of the world's most influential women, and gracing the covers of magazines, she was, by any traditional measure, extraordinarily successful. Yet as she found herself going from brain MRI to CAT scan to echocardiogram, to find out if there was any underlying medical problem beyond exhaustion, she wondered is this really what success feels like? As more and more people are coming to realize, there is far more to living a truly successful life than just earning a bigger salary and capturing a corner office. Our relentless pursuit of the two traditional metrics of success--money and power--has led to an epidemic of burnout and stress-related illnesses, and an erosion in the quality of our relationships, family life, and, ironically, our careers. In being connected to the world 24/7, we're losing our connection to what truly matters. Our current definition of success is, as Thrive shows, literally killing us. We need a new way forward. In a commencement address Arianna gave at Smith College in the spring of 2013, she likened our drive for money and power to two legs of a three-legged stool. They may hold us up temporarily, but sooner or later we're going to topple over. We need a third leg--a third metric for defining success--to truly thrive. That third metric, she writes in Thrive, includes our well-being, our ability to draw on our intuition and inner wisdom, our sense of wonder, and our capacity for compassion and giving. As Arianna points out, our eulogies celebrate our lives very differently from the way society defines success. They don't commemorate our long hours in the office, our promotions, or our sterling PowerPoint presentations as we relentlessly raced to climb up the career ladder. They are not about our resumes--they are about cherished memories, shared adventures, small kindnesses and acts of generosity, lifelong passions, and the things that made us laugh. In this deeply personal book, Arianna talks candidly about her own challenges with managing time and prioritizing the demands of a career and raising two daughters--of juggling business deadlines and family crises, a harried dance that led to her collapse and to her ""aha moment."" Drawing on the latest groundbreaking research and scientific findings in the fields of psychology, sports, sleep, and physiology that show the profound and transformative effects of meditation, mindfulness, unplugging, and giving, Arianna shows us the way to a revolution in our culture, our thinking, our workplace, and our lives.",http://books.google.com/books/content?id=MIUpAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Michael Lewis,2014,nonfiction,Flash Boys: A Wall Street Revolt,"Argues that post-crisis Wall Street continues to be controlled by large banks and explains how a small, diverse group of Wall Street men have banded together to reform the financial markets.",http://books.google.com/books/content?id=UcIkAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Thomas Piketty,2014,nonfiction,Capital in the Twenty-First Century,"The main driver of inequality—returns on capital that exceed the rate of economic growth—is again threatening to generate extreme discontent and undermine democratic values. Thomas Piketty’s findings in this ambitious, original, rigorous work will transform debate and set the agenda for the next generation of thought about wealth and inequality.",http://books.google.com/books/content?id=dqEuDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
"E.J. Dionne, Jr.",2014,nonfiction,One Nation After Trump,"THE INSTANT NEW YORK TIMES AND WASHINGTON POST BESTSELLER A call to action from three of Washington's premier political scholar-journalists, One Nation After Trump offers the definitive work on the threat posed by the Trump presidency and how to counter it. American democracy was never supposed to give the nation a president like Donald Trump. We have never had a president who gave rise to such widespread alarm about his lack of commitment to the institutions of self-government, to the norms democracy requires, and to the need for basic knowledge about how government works. We have never had a president who raises profound questions about his basic competence and his psychological capacity to take on the most challenging political office in the world. Yet if Trump is both a threat to our democracy and a product of its weaknesses, the citizen activism he has inspired is the antidote. The reaction to the crisis created by Trump’s presidency can provide the foundation for an era of democratic renewal and vindicate our long experiment in self-rule. The award-winning authors of One Nation After Trump explain Trump’s rise and the danger his administration poses to our free institutions. They also offer encouragement to the millions of Americans now experiencing a new sense of citizenship and engagement and argue that our nation needs a unifying alternative to Trump’s dark and divisive brand of politics—an alternative rooted in a New Economy, a New Patriotism, a New Civil Society, and a New Democracy. One Nation After Trump is the essential book for our era, an unsparing assessment of the perils facing the United States and an inspiring roadmap for how we can reclaim the future.",http://books.google.com/books/content?id=7mOHDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Hillary Rodham Clinton,2014,nonfiction,Hard Choices,"Hillary Rodham Clinton’s inside account of the crises, choices, and challenges she faced during her four years as America’s 67th Secretary of State, and how those experiences drive her view of the future. “All of us face hard choices in our lives,” Hillary Rodham Clinton writes at the start of this personal chronicle of years at the center of world events. “Life is about making such choices. Our choices and how we handle them shape the people we become.” In the aftermath of her 2008 presidential run, she expected to return to representing New York in the United States Senate. To her surprise, her former rival for the Democratic Party nomination, newly elected President Barack Obama, asked her to serve in his administration as Secretary of State. This memoir is the story of the four extraordinary and historic years that followed, and the hard choices that she and her colleagues confronted. Secretary Clinton and President Obama had to decide how to repair fractured alliances, wind down two wars, and address a global financial crisis. They faced a rising competitor in China, growing threats from Iran and North Korea, and revolutions across the Middle East. Along the way, they grappled with some of the toughest dilemmas of US foreign policy, especially the decision to send Americans into harm’s way, from Afghanistan to Libya to the hunt for Osama bin Laden. By the end of her tenure, Secretary Clinton had visited 112 countries, traveled nearly one million miles, and gained a truly global perspective on many of the major trends reshaping the landscape of the twenty-first century, from economic inequality to climate change to revolutions in energy, communications, and health. Drawing on conversations with numerous leaders and experts, Secretary Clinton offers her views on what it will take for the United States to compete and thrive in an interdependent world. She makes a passionate case for human rights and the full participation in society of women, youth, and LGBT people. An astute eyewitness to decades of social change, she distinguishes the trendlines from the headlines and describes the progress occurring throughout the world, day after day. Secretary Clinton’s descriptions of diplomatic conversations at the highest levels offer readers a master class in international relations, as does her analysis of how we can best use “smart power” to deliver security and prosperity in a rapidly changing world—one in which America remains the indispensable nation.",http://books.google.com/books/content?id=8gzFAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Adrian Dater,2014,nonfiction,Blood Feud,"In Blood Feud, Colorado Avalanche beat writer Adrian Dater not only submits that the Red Wings-Avalanche rivalry was the most feverish match-up in recent years, but also that there was none better played. No fewer than twenty players have or will eventually make it to the Hall of Fame; the best scorers were matched up against the best goalies; brilliant coaches could be found on both benches; and two of the league's smartest general managers ruthlessly tried to one-up each other at every NHL trade deadline. Blood Feud is a rollicking story of a fierce, and often violent, rivalry.",http://books.google.com/books/content?id=f2Q763tEmdIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Laura Hillenbrand,2014,nonfiction,Unbroken,"Relates the story of a U.S. airman who survived when his bomber crashed into the sea during World War II, spent forty-seven days adrift in the ocean before being rescued by the Japanese Navy, and was held as a prisoner until the end of the war.",http://books.google.com/books/content?id=1PeLDQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Jon Stewart,2014,nonfiction,America (the Book),"The host of the award-winning humorous news program offers tongue-in-cheek insight into American democracy with coverage of such topics as the republican qualities of ancient Rome, the antics of our nation's founders, and the ludicrous nature of today's media.",http://books.google.com/books/content?id=uLQHz9m0k-IC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Randall Munroe,2014,nonfiction,What If?,"The creator of the incredibly popular webcomic xkcd presents his heavily researched answers to his fans' oddest questions, including “What if I took a swim in a spent-nuclear-fuel pool?” and “Could you build a jetpack using downward-firing machine guns?” 100,000 first printing.",http://books.google.com/books/content?id=tgZIBAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
MItchell Zuckoff,2014,nonfiction,13 Hours,"NOW A MAJOR MOTION PICTURE The harrowing, true account from the brave men on the ground who fought back during the Battle of Benghazi. 13 HOURS presents, for the first time ever, the true account of the events of September 11, 2012, when terrorists attacked the US State Department Special Mission Compound and a nearby CIA station called the Annex in Benghazi, Libya. A team of six American security operators fought to repel the attackers and protect the Americans stationed there. Those men went beyond the call of duty, performing extraordinary acts of courage and heroism, to avert tragedy on a much larger scale. This is their personal account, never before told, of what happened during the thirteen hours of that now-infamous attack. 13 HOURS sets the record straight on what happened during a night that has been shrouded in mystery and controversy. Written by New York Times bestselling author Mitchell Zuckoff, this riveting book takes readers into the action-packed story of heroes who laid their lives on the line for one another, for their countrymen, and for their country. 13 HOURS is a stunning, eye-opening, and intense book--but most importantly, it is the truth. The story of what happened to these men--and what they accomplished--is unforgettable.",http://books.google.com/books/content?id=IgvnAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Bill O'Reilly,2014,nonfiction,Killing Patton,"Readers around the world have thrilled to Killing Lincoln, Killing Kennedy, and Killing Jesus--riveting works of nonfiction that journey into the heart of the most famous murders in history. Now from Bill O'Reilly, iconic anchor of The O'Reilly Factor, comes the most epic book of all in this multimillion-selling series: Killing Patton. General George S. Patton, Jr. died under mysterious circumstances in the months following the end of World War II. For almost seventy years, there has been suspicion that his death was not an accident--and may very well have been an act of assassination. Killing Patton takes readers inside the final year of the war and recounts the events surrounding Patton's tragic demise, naming names of the many powerful individuals who wanted him silenced.",http://books.google.com/books/content?id=NJZzAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Amy Poehler,2014,nonfiction,Yes Please,"#1 NEW YORK TIMES BESTSELLER Do you want to get to know the woman we first came to love on Comedy Central's Upright Citizens Brigade? Do you want to spend some time with the lady who made you howl with laughter on Saturday Night Live, and in movies like Baby Mama, Blades of Glory, and They Came Together? Do you find yourself daydreaming about hanging out with the actor behind the brilliant Leslie Knope on Parks and Recreation? Did you wish you were in the audience at the last two Golden Globes ceremonies, so you could bask in the hilarity of Amy's one-liners? If your answer to these questions is ""Yes Please!"" then you are in luck. In her first book, one of our most beloved funny folk delivers a smart, pointed, and ultimately inspirational read. Full of the comedic skill that makes us all love Amy, Yes Please is a rich and varied collection of stories, lists, poetry (Plastic Surgery Haiku, to be specific), photographs, mantras and advice. With chapters like ""Treat Your Career Like a Bad Boyfriend,"" ""Plain Girl Versus the Demon"" and ""The Robots Will Kill Us All"" Yes Please will make you think as much as it will make you laugh. Honest, personal, real, and righteous, Yes Please is full of words to live by.",http://books.google.com/books/content?id=5upzAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Michael Nelson,2014,nonfiction,41,"Although it lasted only a single term, the presidency of George H. W. Bush was an unusually eventful one, encompassing the fall of the Berlin Wall and the reunification of Germany, the dissolution of the Soviet Union, the invasion of Panama, the Persian Gulf War, and contentious confirmation hearings over Clarence Thomas and John Tower. Bush has said that to understand the history of his presidency, while ""the documentary record is vital,"" interviews with members of his administration ""add the human side that those papers can never capture."" This book draws on interviews with senior White House and Cabinet officials conducted under the auspices of the Bush Oral History Project (a cooperative effort of the University of Virginia’s Miller Center and the George Bush Presidential Library Foundation) to provide a multidimensional portrait of the first President Bush and his administration. Typically, interviews explored officials’ memories of their service with President Bush and their careers prior to joining the administration. Interviewees also offered political and leadership lessons they had gleaned as eyewitnesses to and shapers of history. The contributors to 41—all seasoned observers of American politics, foreign policy, and government institutions—examine how George H. W. Bush organized and staffed his administration, operated on the international stage, followed his own brand of Republican conservatism, handled legislative affairs, and made judicial appointments. A scrupulously objective analysis of oral history, primary documents, and previous studies, 41 deepens the historical record of the forty-first president and offers fresh insights into the rise of the ""new world order"" and its challenges.",http://books.google.com/books/content?id=ogb1AgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,Sycamore Row,"When a wealthy man hangs himself and leaves his fortune to his black maid, Jake Brigance finds himself embroiled in a controversial trial that will expose old racial tensions and force Ford County to confront its tortured history.",http://books.google.com/books/content?id=TjOODQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
,2014,fiction,The Invention of Wings,"""The story follows Hetty ""Handful"" Grimke, a Charleston slave, and Sarah, the daughter of the wealthy Grimke family. The novel begins on Sarah's eleventh birthday, when she is given ownership over Handful, who is to be her handmaid. ""The Invention of Wings"" follows the next thirty-five years of their lives. Inspired in part by the historical figure of Sarah Grimke (a feminist, suffragist and, importantly, an abolitionist), Kidd allows herself to go beyond the record to flesh out the inner lives of all the characters, both real and imagined""--Provided by publisher.",http://books.google.com/books/content?id=rVgBDAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
